review_item_key,supplier_code,source_page,normalized_material_code,unit_price,decision,block_reason,human_note
ABB_P19_1SDA067596R1_7500000,ABB,19,1SDA067596R1,7500000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067617R1_9748800,ABB,19,1SDA067617R1,9748800,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067597R1_7500000,ABB,19,1SDA067597R1,7500000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067618R1_9748800,ABB,19,1SDA067618R1,9748800,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067598R1_7500000,ABB,19,1SDA067598R1,7500000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067619R1_9748800,ABB,19,1SDA067619R1,9748800,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067599R1_7500000,ABB,19,1SDA067599R1,7500000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067620R1_9748800,ABB,19,1SDA067620R1,9748800,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067600R1_7500000,ABB,19,1SDA067600R1,7500000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067621R1_9748800,ABB,19,1SDA067621R1,9748800,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067601R1_7500000,ABB,19,1SDA067601R1,7500000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067622R1_9748800,ABB,19,1SDA067622R1,9748800,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067602R1_7500000,ABB,19,1SDA067602R1,7500000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067623R1_9748800,ABB,19,1SDA067623R1,9748800,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067603R1_10336800,ABB,19,1SDA067603R1,10336800,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067624R1_13440000,ABB,19,1SDA067624R1,13440000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067604R1_12480000,ABB,19,1SDA067604R1,12480000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067625R1_16226400,ABB,19,1SDA067625R1,16226400,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA068343R1_14822400,ABB,19,1SDA068343R1,14822400,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA068362R1_20752800,ABB,19,1SDA068362R1,20752800,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA068345R1_16365600,ABB,19,1SDA068345R1,16365600,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA068364R1_22912800,ABB,19,1SDA068364R1,22912800,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA054133R1_20659200,ABB,19,1SDA054133R1,20659200,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA054137R1_28922400,ABB,19,1SDA054137R1,28922400,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA054349R1_20880000,ABB,19,1SDA054349R1,20880000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA054357R1_27141600,ABB,19,1SDA054357R1,27141600,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA054412R1_36928800,ABB,19,1SDA054412R1,36928800,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA054416R1_48002400,ABB,19,1SDA054416R1,48002400,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067638R1_9000000,ABB,19,1SDA067638R1,9000000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067659R1_11700000,ABB,19,1SDA067659R1,11700000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067640R1_9000000,ABB,19,1SDA067640R1,9000000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067661R1_11700000,ABB,19,1SDA067661R1,11700000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067641R1_9000000,ABB,19,1SDA067641R1,9000000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067662R1_11700000,ABB,19,1SDA067662R1,11700000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067642R1_9000000,ABB,19,1SDA067642R1,9000000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067663R1_11700000,ABB,19,1SDA067663R1,11700000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067643R1_9000000,ABB,19,1SDA067643R1,9000000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067664R1_11700000,ABB,19,1SDA067664R1,11700000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067644R1_9000000,ABB,19,1SDA067644R1,9000000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067665R1_11700000,ABB,19,1SDA067665R1,11700000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067645R1_9000000,ABB,19,1SDA067645R1,9000000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067666R1_11700000,ABB,19,1SDA067666R1,11700000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067646R1_9000000,ABB,19,1SDA067646R1,9000000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067667R1_11700000,ABB,19,1SDA067667R1,11700000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067647R1_12405600,ABB,19,1SDA067647R1,12405600,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067668R1_16125600,ABB,19,1SDA067668R1,16125600,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067648R1_14978400,ABB,19,1SDA067648R1,14978400,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA067669R1_19471200,ABB,19,1SDA067669R1,19471200,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA068555R1_21604800,ABB,19,1SDA068555R1,21604800,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA068575R1_30242400,ABB,19,1SDA068575R1,30242400,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA054141R1_26239200,ABB,19,1SDA054141R1,26239200,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA054145R1_36732000,ABB,19,1SDA054145R1,36732000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA054365R1_29856000,ABB,19,1SDA054365R1,29856000,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA054373R1_38812800,ABB,19,1SDA054373R1,38812800,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA054420R1_40617600,ABB,19,1SDA054420R1,40617600,UNREVIEWED,missing_human_approval,
ABB_P19_1SDA054424R1_52807200,ABB,19,1SDA054424R1,52807200,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA060268R1_38611200,ABB,20,1SDA060268R1,38611200,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA060273R1_50196000,ABB,20,1SDA060273R1,50196000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA060278R1_42844800,ABB,20,1SDA060278R1,42844800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA060283R1_55699200,ABB,20,1SDA060283R1,55699200,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062738R1_46692000,ABB,20,1SDA062738R1,46692000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062746R1_60698400,ABB,20,1SDA062746R1,60698400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062866R1_52226400,ABB,20,1SDA062866R1,52226400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062874R1_67893600,ABB,20,1SDA062874R1,67893600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062994R1_75544800,ABB,20,1SDA062994R1,75544800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063002R1_98212800,ABB,20,1SDA063002R1,98212800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA060289R1_49346400,ABB,20,1SDA060289R1,49346400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA060294R1_64152000,ABB,20,1SDA060294R1,64152000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062770R1_53390400,ABB,20,1SDA062770R1,53390400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062778R1_69403200,ABB,20,1SDA062778R1,69403200,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062898R1_58728000,ABB,20,1SDA062898R1,58728000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062906R1_76344000,ABB,20,1SDA062906R1,76344000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063026R1_87662400,ABB,20,1SDA063026R1,87662400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063034R1_113961600,ABB,20,1SDA063034R1,113961600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA060299R1_59294400,ABB,20,1SDA060299R1,59294400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA060305R1_77085600,ABB,20,1SDA060305R1,77085600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062802R1_65184000,ABB,20,1SDA062802R1,65184000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062810R1_84739200,ABB,20,1SDA062810R1,84739200,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062930R1_70180800,ABB,20,1SDA062930R1,70180800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063058R1_100860000,ABB,20,1SDA063058R1,100860000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA061981R1_47556000,ABB,20,1SDA061981R1,47556000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA061989R1_61824000,ABB,20,1SDA061989R1,61824000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062754R1_48093600,ABB,20,1SDA062754R1,48093600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062762R1_62520000,ABB,20,1SDA062762R1,62520000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062882R1_53793600,ABB,20,1SDA062882R1,53793600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062890R1_69931200,ABB,20,1SDA062890R1,69931200,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063010R1_77812800,ABB,20,1SDA063010R1,77812800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063018R1_101160000,ABB,20,1SDA063018R1,101160000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062658R1_54374400,ABB,20,1SDA062658R1,54374400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062666R1_70689600,ABB,20,1SDA062666R1,70689600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062786R1_54991200,ABB,20,1SDA062786R1,54991200,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062794R1_71486400,ABB,20,1SDA062794R1,71486400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062914R1_60492000,ABB,20,1SDA062914R1,60492000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062922R1_78636000,ABB,20,1SDA062922R1,78636000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063042R1_90292800,ABB,20,1SDA063042R1,90292800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063050R1_117381600,ABB,20,1SDA063050R1,117381600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062690R1_66388800,ABB,20,1SDA062690R1,66388800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062698R1_86308800,ABB,20,1SDA062698R1,86308800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062818R1_67137600,ABB,20,1SDA062818R1,67137600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062826R1_87283200,ABB,20,1SDA062826R1,87283200,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062946R1_72285600,ABB,20,1SDA062946R1,72285600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062954R1_93974400,ABB,20,1SDA062954R1,93974400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063074R1_103886400,ABB,20,1SDA063074R1,103886400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063082R1_135052800,ABB,20,1SDA063082R1,135052800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062722R1_70900800,ABB,20,1SDA062722R1,70900800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062730R1_92174400,ABB,20,1SDA062730R1,92174400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062850R1_71702400,ABB,20,1SDA062850R1,71702400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062858R1_93213600,ABB,20,1SDA062858R1,93213600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062978R1_79516800,ABB,20,1SDA062978R1,79516800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062986R1_103368000,ABB,20,1SDA062986R1,103368000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070701R1_110582400,ABB,32,1SDA070701R1,110582400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071331R1_136567200,ABB,32,1SDA071331R1,136567200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070741R1_114002400,ABB,32,1SDA070741R1,114002400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071371R1_140793600,ABB,32,1SDA071371R1,140793600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070781R1_115692000,ABB,32,1SDA070781R1,115692000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071411R1_142879200,ABB,32,1SDA071411R1,142879200,UNREVIEWED,missing_human_approval,
